variant,n,k,m,run,circuit,circuit_size,acir_opcodes,compile_s,witness_s,prove_s,verify_s,proof_bytes,peak_mb,verify_hier_s,xchecks_ok
hier_cfs_iso,256,4,64,1,sub_1,94755,11417,0.6089,0.3282,1.8303,0.0128,14656,158.68,0.0873,1
hier_cfs_iso,256,4,64,1,sub_2,94755,11417,0.6089,0.3238,1.8265,0.0185,14656,158.7,0.0873,1
hier_cfs_iso,256,4,64,1,sub_3,94755,11417,0.6089,0.3168,1.8228,0.022,14656,158.82,0.0873,1
hier_cfs_iso,256,4,64,1,glue,10710,1264,0.2322,0.239,0.3033,0.0176,14656,37.25,0.0873,1
hier_cfs_iso,256,4,64,2,sub_0,94755,11417,0.6089,0.287,1.8751,0.0126,14656,158.67,0.0968,1
hier_cfs_iso,256,4,64,2,sub_1,94755,11417,0.6089,0.3171,1.824,0.0123,14656,158.72,0.0968,1
hier_cfs_iso,256,4,64,2,sub_2,94755,11417,0.6089,0.3273,1.8306,0.0122,14656,158.65,0.0968,1
hier_cfs_iso,256,4,64,2,sub_3,94755,11417,0.6089,0.3265,1.8288,0.0144,14656,158.86,0.0968,1
hier_cfs_iso,256,4,64,2,glue,10710,1264,0.2322,0.2423,0.296,0.0157,14656,37.31,0.0968,1
hier_cfs_iso,256,4,64,3,sub_0,94755,11417,0.6089,0.2866,1.8713,0.013,14656,158.86,0.0925,1
hier_cfs_iso,256,4,64,3,sub_1,94755,11417,0.6089,0.3278,1.8247,0.013,14656,158.89,0.0925,1
hier_cfs_iso,256,4,64,3,sub_2,94755,11417,0.6089,0.3261,1.8315,0.0181,14656,158.64,0.0925,1
hier_cfs_iso,256,4,64,3,sub_3,94755,11417,0.6089,0.3253,1.833,0.0192,14656,158.47,0.0925,1
hier_cfs_iso,256,4,64,3,glue,10710,1264,0.2322,0.2359,0.3067,0.0176,14656,37.04,0.0925,1
hier_cfs_iso,256,8,32,1,sub_0,48323,5625,0.3903,0.2184,0.9678,0.0137,14656,89.62,0.1337,1
hier_cfs_iso,256,8,32,1,sub_1,48323,5625,0.3903,0.2701,0.9975,0.0133,14656,89.52,0.1337,1
hier_cfs_iso,256,8,32,1,sub_2,48323,5625,0.3903,0.2714,0.9789,0.0133,14656,89.46,0.1337,1
hier_cfs_iso,256,8,32,1,sub_3,48323,5625,0.3903,0.2727,0.978,0.0157,14656,89.13,0.1337,1
hier_cfs_iso,256,8,32,1,sub_4,48323,5625,0.3903,0.2711,1.0654,0.0126,14656,89.16,0.1337,1
hier_cfs_iso,256,8,32,1,sub_5,48323,5625,0.3903,0.2616,0.9798,0.0122,14656,89.34,0.1337,1
hier_cfs_iso,256,8,32,1,sub_6,48323,5625,0.3903,0.2703,0.9775,0.0174,14656,89.14,0.1337,1
hier_cfs_iso,256,8,32,1,sub_7,48323,5625,0.3903,0.2671,0.9793,0.0134,14656,89.25,0.1337,1
hier_cfs_iso,256,8,32,1,glue,18004,2012,0.2561,0.2469,0.4771,0.0115,14656,47.12,0.1337,1
hier_cfs_iso,256,8,32,2,sub_0,48323,5625,0.3903,0.2345,1.0118,0.0138,14656,89.23,0.1383,1
hier_cfs_iso,256,8,32,2,sub_1,48323,5625,0.3903,0.272,0.989,0.0132,14656,89.27,0.1383,1
hier_cfs_iso,256,8,32,2,sub_2,48323,5625,0.3903,0.2752,0.9883,0.0132,14656,89.14,0.1383,1
hier_cfs_iso,256,8,32,2,sub_3,48323,5625,0.3903,0.2706,0.9846,0.0128,14656,89.26,0.1383,1
hier_cfs_iso,256,8,32,2,sub_4,48323,5625,0.3903,0.2698,0.9909,0.0168,14656,89.41,0.1383,1
hier_cfs_iso,256,8,32,2,sub_5,48323,5625,0.3903,0.2733,0.9847,0.0145,14656,89.3,0.1383,1
hier_cfs_iso,256,8,32,2,sub_6,48323,5625,0.3903,0.2758,0.9849,0.0119,14656,89.62,0.1383,1
hier_cfs_iso,256,8,32,2,sub_7,48323,5625,0.3903,0.277,0.9947,0.0121,14656,89.45,0.1383,1
hier_cfs_iso,256,8,32,2,glue,18004,2012,0.2561,0.2402,0.481,0.0116,14656,47.12,0.1383,1
hier_cfs_iso,256,8,32,3,sub_0,48323,5625,0.3903,0.2346,1.0195,0.0134,14656,89.46,0.1313,1
hier_cfs_iso,256,8,32,3,sub_1,48323,5625,0.3903,0.2739,0.9939,0.0128,14656,89.27,0.1313,1
hier_cfs_iso,256,8,32,3,sub_2,48323,5625,0.3903,0.2814,0.9926,0.0128,14656,89.31,0.1313,1
hier_cfs_iso,256,8,32,3,sub_3,48323,5625,0.3903,0.2724,0.9806,0.015,14656,89.41,0.1313,1
hier_cfs_iso,256,8,32,3,sub_4,48323,5625,0.3903,0.2731,0.9801,0.014,14656,89.5,0.1313,1
hier_cfs_iso,256,8,32,3,sub_5,48323,5625,0.3903,0.2722,0.9861,0.0123,14656,89.15,0.1313,1
hier_cfs_iso,256,8,32,3,sub_6,48323,5625,0.3903,0.2713,0.9839,0.0135,14656,89.22,0.1313,1
hier_cfs_iso,256,8,32,3,sub_7,48323,5625,0.3903,0.2741,0.9831,0.0116,14656,89.3,0.1313,1
hier_cfs_iso,256,8,32,3,glue,18004,2012,0.2561,0.2481,0.4965,0.0116,14656,47.32,0.1313,1
hier_cfs_iso,512,2,256,1,sub_0,417080,51779,2.2184,0.5258,6.7874,0.0123,14656,588.48,0.0709,1
hier_cfs_iso,512,2,256,1,sub_1,417080,51779,2.2184,0.5894,6.7637,0.012,14656,588.59,0.0709,1
hier_cfs_iso,512,2,256,1,glue,7918,1446,0.2142,0.2372,0.2159,0.0137,14656,31.26,0.0709,1
hier_cfs_iso,512,2,256,2,sub_0,417080,51779,2.2184,0.5409,6.7953,0.0123,14656,588.6,0.0689,1
hier_cfs_iso,512,2,256,2,sub_1,417080,51779,2.2184,0.5854,6.7496,0.0116,14656,588.45,0.0689,1
hier_cfs_iso,512,2,256,2,glue,7918,1446,0.2142,0.2448,0.2103,0.0113,14656,31.69,0.0689,1
hier_cfs_iso,512,2,256,3,sub_0,417080,51779,2.2184,0.5553,6.7626,0.0122,14656,588.18,0.0716,1
hier_cfs_iso,512,2,256,3,sub_1,417080,51779,2.2184,0.5882,6.7622,0.0116,14656,588.45,0.0716,1
hier_cfs_iso,512,2,256,3,glue,7918,1446,0.2142,0.2341,0.2125,0.0125,14656,31.52,0.0716,1
hier_cfs_iso,512,4,128,1,sub_0,209400,25795,1.1943,0.3508,3.6044,0.0128,14656,317.31,0.094,1
hier_cfs_iso,512,4,128,1,sub_1,209400,25795,1.1943,0.3984,3.5917,0.0126,14656,317.34,0.094,1
hier_cfs_iso,512,4,128,1,sub_2,209400,25795,1.1943,0.4124,3.5939,0.0121,14656,317.37,0.094,1
hier_cfs_iso,512,4,128,1,sub_3,209400,25795,1.1943,0.4154,3.5888,0.0128,14656,317.39,0.094,1
hier_cfs_iso,512,4,128,1,glue,11908,1864,0.2314,0.2379,0.3143,0.0161,14656,37.57,0.094,1
hier_cfs_iso,512,4,128,2,sub_0,209400,25795,1.1943,0.3694,3.6114,0.0128,14656,317.23,0.0942,1
hier_cfs_iso,512,4,128,2,sub_1,209400,25795,1.1943,0.4121,3.5937,0.0126,14656,317.29,0.0942,1
