exp,n,k,m,depth,run,role,circuit,gates,acir,compile_s,witness_s,prove_s,verify_s,proof_bytes,peak_mb
2,3000,8,375,24,2,outer_recursive,recursion,6094144,8202,0.2598,0.2656,80.3754,0.0122,14656,8117.91
2,4000,8,500,24,1,inner_segment,sub_0,1069359,134248,7.3256,1.24,15.1887,,,1702.03
2,4000,8,500,24,1,inner_segment,sub_1,1069359,134248,7.3256,1.3286,20.4482,,,1702.25
2,4000,8,500,24,1,inner_segment,sub_2,1069359,134248,7.3256,1.3098,20.1689,,,1702.66
2,4000,8,500,24,1,inner_segment,sub_3,1069359,134248,7.3256,1.313,20.0231,,,1702.05
2,4000,8,500,24,1,inner_segment,sub_4,1069359,134248,7.3256,1.3279,20.0379,,,1702.35
2,4000,8,500,24,1,inner_segment,sub_5,1069359,134248,7.3256,1.3024,20.1002,,,1702.16
2,4000,8,500,24,1,inner_segment,sub_6,1069359,134248,7.3256,1.31,20.0892,,,1702.54
2,4000,8,500,24,1,inner_segment,sub_7,1069359,134248,7.3256,1.3565,20.0857,,,1702.55
2,4000,8,500,24,1,outer_recursive,recursion,6096144,10202,0.438,0.2583,79.3385,0.0128,14656,8082.75
2,4000,8,500,24,2,inner_segment,sub_0,1069359,134248,7.3256,1.4107,20.1447,,,1702.54
2,4000,8,500,24,2,inner_segment,sub_1,1069359,134248,7.3256,1.3041,20.1411,,,1702.59
2,4000,8,500,24,2,inner_segment,sub_2,1069359,134248,7.3256,1.294,20.1038,,,1702.49
2,4000,8,500,24,2,inner_segment,sub_3,1069359,134248,7.3256,1.3335,20.115,,,1702.43
2,4000,8,500,24,2,inner_segment,sub_4,1069359,134248,7.3256,1.2947,21.2196,,,1702.01
2,4000,8,500,24,2,inner_segment,sub_5,1069359,134248,7.3256,1.2768,20.9043,,,1702.32
2,4000,8,500,24,2,inner_segment,sub_6,1069359,134248,7.3256,1.3867,20.8269,,,1702.51
2,4000,8,500,24,2,inner_segment,sub_7,1069359,134248,7.3256,1.3376,20.8249,,,1702.32
2,4000,8,500,24,2,outer_recursive,recursion,6096144,10202,0.261,0.273,81.711,0.0161,14656,8083.11
2,5000,4,1250,25,1,inner_segment,sub_0,2779211,349737,18.2012,3.0291,40.751,,,3947.97
2,5000,4,1250,25,1,inner_segment,sub_1,2779211,349737,18.2012,3.0474,41.3959,,,3947.72
2,5000,4,1250,25,1,inner_segment,sub_2,2779211,349737,18.2012,3.0385,41.6046,,,3947.75
2,5000,4,1250,25,1,inner_segment,sub_3,2779211,349737,18.2012,3.0674,42.3964,,,3947.84
2,5000,4,1250,25,1,outer_recursive,recursion,3023270,11146,0.428,0.238,40.8806,0.0216,14656,4162.76
2,5000,4,1250,25,2,inner_segment,sub_0,2779211,349737,18.2012,3.2327,42.1714,,,3947.81
2,5000,4,1250,25,2,inner_segment,sub_1,2779211,349737,18.2012,3.0399,42.0534,,,3948.25
2,5000,4,1250,25,2,inner_segment,sub_2,2779211,349737,18.2012,3.0555,42.2471,,,3948.18
2,5000,4,1250,25,2,inner_segment,sub_3,2779211,349737,18.2012,3.0953,42.1769,,,3947.68
2,5000,4,1250,25,2,outer_recursive,recursion,3023270,11146,0.232,0.2395,40.974,0.0139,14656,4159.59
2,4000,4,1000,24,1,inner_segment,sub_0,2137859,268748,14.1479,2.2346,34.4154,,,3280.08
2,4000,4,1000,24,1,inner_segment,sub_1,2137859,268748,14.1479,2.2846,37.5513,,,3280.12
